time,Prx,Pry,Prz,Vrx,Vry,Vrz,Yawr,vYawr,Pcx,Pcy,Pcz,Vcx,Vcy,Vcz,Pbx,Pby,Pbz,Vbx,Vby,Vbz,Pf0rx,Pf1rx,Pf2rx,Pf3rx,Pf0cx,Pf1cx,Pf2cx,Pf3cx,Pf0ry,Pf1ry,Pf2ry,Pf3ry,Pf0cy,Pf1cy,Pf2cy,Pf3cy,ux,uy
1.614000,-0.000206,-0.610320,0.593700,-0.000314,-1.000000,0.000000,-1.571111,0.000000,-0.000234,-0.479763,0.588488,-0.000314,-0.998254,0.006408,0.020525,-0.388239,0.601114,-0.118187,-0.882505,0.050004,0.401545,0.401545,-0.395455,-0.395455,0.299503,0.442717,-0.363538,-0.489021,0.234832,-0.234832,0.234832,-0.234832,0.203575,-0.197693,0.255013,-0.258211,0.784586,0.282206
1.624000,-0.000136,-0.620212,0.593700,0.010529,-0.983416,0.000000,-1.571111,0.000000,-0.000211,-0.489708,0.588538,0.005749,-0.989296,-0.001338,0.015868,-0.396656,0.602106,-0.283166,-0.845679,0.160352,0.401545,0.401545,-0.395455,-0.395455,0.337917,0.435117,-0.370415,-0.450759,0.234832,-0.234832,0.234832,-0.234832,0.194743,-0.203469,0.249262,-0.264292,0.807399,0.284346
1.634000,-0.000123,-0.630185,0.593700,0.000104,-0.999131,0.000000,-1.571111,0.000000,-0.000173,-0.499627,0.588481,0.002191,-0.994304,-0.002606,0.019423,-0.405002,0.604375,0.070668,-0.847992,0.241752,0.401545,0.401545,-0.395455,-0.395455,0.377805,0.428372,-0.377820,-0.411793,0.234832,-0.234832,0.234832,-0.234832,0.187112,-0.206567,0.245748,-0.272658,0.815027,0.306605
1.644000,-0.000124,-0.640176,0.593700,-0.000213,-0.999091,0.000000,-1.571111,0.000000,-0.000160,-0.509583,0.588450,0.000628,-0.996402,-0.010547,0.015926,-0.413784,0.607091,-0.251843,-0.865660,0.268298,0.401545,0.401545,-0.395455,-0.395455,0.418469,0.420881,-0.385675,-0.374945,0.234832,-0.234832,0.234832,-0.234832,0.195191,-0.200043,0.251626,-0.263116,0.794457,0.298766
1.654000,-0.000127,-0.650167,0.593700,-0.000309,-0.998830,0.000000,-1.571111,0.000000,-0.000157,-0.519551,0.588399,-0.000021,-0.997013,-0.003295,0.014870,-0.422127,0.609956,-0.064141,-0.846731,0.279397,0.401545,0.401545,-0.395455,-0.395455,0.460383,0.413239,-0.393305,-0.338600,0.234832,-0.234832,0.234832,-0.234832,0.187058,-0.206790,0.244137,-0.268872,0.750170,0.293233
1.664000,-0.000129,-0.660151,0.593700,-0.000133,-0.997973,0.000000,-1.571112,0.000000,-0.000159,-0.529520,0.588385,-0.000159,-0.996706,0.001924,0.015238,-0.430754,0.612756,-0.093637,-0.873471,0.258604,0.401545,0.401545,-0.395455,-0.395455,0.501270,0.405236,-0.402150,-0.303693,0.234832,-0.234832,0.234832,-0.234832,0.186346,-0.202426,0.247106,-0.265576,0.689762,0.273782
1.676000,-0.000131,-0.672127,0.593700,-0.000150,-0.997916,0.000000,-1.571125,0.000000,-0.000160,-0.541478,0.588437,-0.000144,-0.996334,0.005842,0.011653,-0.441364,0.615346,-0.147503,-0.897370,0.171433,0.401545,0.401545,-0.395455,-0.395455,0.548692,0.395716,-0.412708,-0.264603,0.234832,-0.234832,0.234832,-0.234832,0.177763,-0.206981,0.240440,-0.263910,0.597220,0.262283
1.686000,-0.000132,-0.682106,0.593700,-0.000142,-0.997980,0.000000,-1.571144,0.000000,-0.000162,-0.551440,0.588500,-0.000145,-0.996244,0.006627,0.012340,-0.450268,0.616955,-0.061952,-0.925416,0.098380,0.401545,0.401545,-0.395455,-0.395455,0.582891,0.387405,-0.422829,-0.235383,0.234832,-0.234832,0.234832,-0.234832,0.170515,-0.206967,0.238739,-0.264867,0.532255,0.244384
1.696000,-0.000134,-0.692086,0.593700,-0.000201,-0.997927,0.000000,-1.571201,0.000000,-0.000163,-0.561403,0.588567,-0.000162,-0.996233,0.006773,0.009115,-0.459530,0.617487,-0.220597,-0.955355,-0.001685,0.401545,0.401545,-0.395455,-0.395455,0.611948,0.378764,-0.433899,-0.210363,0.234832,-0.234832,0.234832,-0.234832,0.166403,-0.207224,0.236543,-0.261452,0.468037,0.228421
1.706000,-0.000136,-0.702065,0.593700,-0.000267,-0.997944,0.000000,-1.571268,0.000000,-0.000165,-0.571365,0.588635,-0.000219,-0.996208,0.006744,0.008308,-0.469194,0.617369,-0.169507,-0.996830,-0.053725,0.401545,0.401545,-0.395455,-0.395455,0.627271,0.369494,-0.445364,-0.189806,0.234832,-0.234832,0.234832,-0.234832,0.159079,-0.209586,0.233050,-0.265017,0.425569,0.217568
1.716000,-0.000116,-0.712043,0.593700,0.002579,-0.997282,0.000000,-1.571336,0.000000,-0.000158,-0.581327,0.588616,0.001492,-0.995991,-0.011756,0.009028,-0.479855,0.617364,-0.109975,-1.030424,0.009894,0.401545,0.401545,-0.395455,-0.395455,0.610138,0.358794,-0.457814,-0.174403,0.234832,-0.234832,0.234832,-0.234832,0.166665,-0.203415,0.239213,-0.261764,0.402462,0.215811
1.726000,-0.000111,-0.722031,0.593700,-0.000491,-0.999595,0.000000,-1.571400,0.000000,-0.000146,-0.591290,0.588398,0.000518,-0.996948,-0.031756,0.005016,-0.490074,0.617000,-0.224820,-1.006093,-0.021010,0.401545,0.401545,-0.395455,-0.395455,0.599523,0.348244,-0.469466,-0.162843,0.234832,-0.234832,0.234832,-0.234832,0.172402,-0.201410,0.242598,-0.262945,0.388043,0.210567
