time,Prx,Pry,Prz,Vrx,Vry,Vrz,Yawr,vYawr,Pbx,Pby,Pbz,Vbx,Vby,Vbz,Pf0rx,Pf1rx,Pf2rx,Pf3rx,Pf0cx,Pf1cx,Pf2cx,Pf3cx,ux,uy
1.524000,1.042000,0.000134,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,0.386448,0.001179,0.588936,1.615200,0.001070,-0.040677,0.468238,0.468238,-0.462149,-0.462149,0.433032,0.432739,-0.481544,-0.481625,0.364677,0.157606
1.534000,1.062000,0.000136,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,0.402788,0.001190,0.588535,1.648097,0.001123,-0.043143,0.470831,0.470831,-0.464742,-0.464742,0.434381,0.434044,-0.485209,-0.485304,0.365966,0.157713
1.544000,1.082000,0.000139,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,0.419973,0.001193,0.588080,1.733956,0.000564,-0.045368,0.473474,0.473474,-0.467385,-0.467385,0.435720,0.435301,-0.488984,-0.488945,0.366915,0.157841
1.554000,1.102000,0.000141,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,0.437149,0.001203,0.587662,1.744986,0.000985,-0.047240,0.476150,0.476150,-0.470061,-0.470061,0.436986,0.436495,-0.492970,-0.492815,0.368428,0.157946
1.564000,1.122000,0.000144,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,0.454626,0.001209,0.587261,1.763949,0.000782,-0.039615,0.478872,0.478872,-0.472782,-0.472782,0.438346,0.437809,-0.496888,-0.496702,0.369719,0.158049
1.574000,1.142000,0.000146,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,0.472450,0.001220,0.586837,1.796981,0.001177,-0.040238,0.481545,0.481545,-0.475455,-0.475455,0.439777,0.439207,-0.500643,-0.500437,0.371083,0.158151
1.584000,1.162000,0.000149,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,0.491033,0.001229,0.586409,1.863592,0.000332,-0.030795,0.484028,0.484028,-0.477939,-0.477939,0.440855,0.440572,-0.504415,-0.504201,0.372254,0.158226
1.594000,1.182000,0.000152,0.593700,1.999999,0.000257,0.000000,0.000128,0.000000,0.509562,0.001226,0.585810,1.870328,-0.001544,-0.057082,0.486311,0.486311,-0.480222,-0.480222,0.441458,0.441829,-0.508272,-0.508062,0.373343,0.158419
1.604000,1.202000,0.000154,0.593700,2.000000,0.000256,0.000000,0.000128,0.000000,0.528294,0.001252,0.585347,1.884718,0.003246,-0.039699,0.488395,0.488395,-0.482305,-0.482305,0.442125,0.442832,-0.512152,-0.511831,0.374340,0.158505
1.614000,1.222000,0.000157,0.593700,1.999999,0.000257,0.000000,0.000128,0.000000,0.547247,0.001233,0.584899,1.903065,-0.000370,-0.033832,0.490278,0.490278,-0.484189,-0.484189,0.442763,0.443578,-0.515980,-0.515638,0.375006,0.158624
1.624000,1.242000,0.000159,0.593700,1.999998,0.000257,0.000000,0.000128,0.000000,0.566387,0.001235,0.584283,1.919001,-0.000682,-0.049276,0.491961,0.491961,-0.485872,-0.485872,0.443264,0.444156,-0.519694,-0.519383,0.375897,0.158827
1.634000,1.261999,0.000162,0.593700,1.999999,0.000257,0.000000,0.000128,0.000000,0.585709,0.001246,0.583932,1.937162,0.001786,-0.030154,0.493445,0.493445,-0.487355,-0.487355,0.443496,0.444460,-0.523227,-0.522847,0.376384,0.158912
